,Zipcode,Stats,WORK EXPERIENCE,Below poverty level,Percent below poverty level,Total
5063,61477,Margin of Error,Worked part-time or part-year in the past 12 months,3.0,2.9,38.0
5064,61478,Estimate,Did not work,0.0,0.0,57.0
5065,61478,Estimate,Population 16 years and over,0.0,0.0,187.0
5066,61478,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,56.0
5067,61478,Estimate,Worked part-time or part-year in the past 12 months,0.0,0.0,74.0
5068,61478,Margin of Error,Did not work,12.0,39.3,47.0
5069,61478,Margin of Error,Population 16 years and over,12.0,15.9,111.0
5070,61478,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,39.6,40.0
5071,61478,Margin of Error,Worked part-time or part-year in the past 12 months,12.0,33.8,48.0
5072,61479,Estimate,Did not work,21.0,50.0,42.0
5073,61479,Estimate,Population 16 years and over,44.0,56.4,78.0
5074,61479,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,5.0
5075,61479,Estimate,Worked part-time or part-year in the past 12 months,23.0,74.2,31.0
5076,61479,Margin of Error,Did not work,23.0,29.2,28.0
5077,61479,Margin of Error,Population 16 years and over,43.0,27.5,52.0
5078,61479,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,100.0,6.0
5079,61479,Margin of Error,Worked part-time or part-year in the past 12 months,22.0,39.9,24.0
5080,61480,Estimate,Did not work,43.0,16.4,262.0
5081,61480,Estimate,Population 16 years and over,62.0,6.9,894.0
5082,61480,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,421.0
5083,61480,Estimate,Worked part-time or part-year in the past 12 months,19.0,9.0,211.0
5084,61480,Margin of Error,Did not work,29.0,10.0,59.0
5085,61480,Margin of Error,Population 16 years and over,39.0,4.4,138.0
5086,61480,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,7.4,110.0
5087,61480,Margin of Error,Worked part-time or part-year in the past 12 months,17.0,7.8,70.0
5088,61482,Estimate,Did not work,21.0,20.2,104.0
5089,61482,Estimate,Population 16 years and over,66.0,14.8,445.0
5090,61482,Estimate,"Worked full-time, year-round in the past 12 months",11.0,5.0,220.0
5091,61482,Estimate,Worked part-time or part-year in the past 12 months,34.0,28.1,121.0
5092,61482,Margin of Error,Did not work,13.0,10.5,33.0
5093,61482,Margin of Error,Population 16 years and over,28.0,6.0,81.0
5094,61482,Margin of Error,"Worked full-time, year-round in the past 12 months",10.0,4.8,52.0
5095,61482,Margin of Error,Worked part-time or part-year in the past 12 months,21.0,16.9,44.0
5096,61483,Estimate,Did not work,126.0,22.2,567.0
5097,61483,Estimate,Population 16 years and over,214.0,14.3,1494.0
5098,61483,Estimate,"Worked full-time, year-round in the past 12 months",52.0,8.3,624.0
5099,61483,Estimate,Worked part-time or part-year in the past 12 months,36.0,11.9,303.0
5100,61483,Margin of Error,Did not work,53.0,8.4,88.0
5101,61483,Margin of Error,Population 16 years and over,82.0,4.8,149.0
5102,61483,Margin of Error,"Worked full-time, year-round in the past 12 months",35.0,5.3,96.0
5103,61483,Margin of Error,Worked part-time or part-year in the past 12 months,30.0,8.9,72.0
5104,61484,Estimate,Did not work,30.0,10.8,279.0
5105,61484,Estimate,Population 16 years and over,59.0,8.7,682.0
5106,61484,Estimate,"Worked full-time, year-round in the past 12 months",3.0,1.2,254.0
5107,61484,Estimate,Worked part-time or part-year in the past 12 months,26.0,17.4,149.0
5108,61484,Margin of Error,Did not work,19.0,6.5,71.0
5109,61484,Margin of Error,Population 16 years and over,31.0,4.4,131.0
5110,61484,Margin of Error,"Worked full-time, year-round in the past 12 months",4.0,1.6,75.0
5111,61484,Margin of Error,Worked part-time or part-year in the past 12 months,20.0,13.3,50.0
5112,61485,Estimate,Did not work,9.0,6.3,142.0
5113,61485,Estimate,Population 16 years and over,20.0,6.5,309.0
5114,61485,Estimate,"Worked full-time, year-round in the past 12 months",9.0,9.0,100.0
5115,61485,Estimate,Worked part-time or part-year in the past 12 months,2.0,3.0,67.0
5116,61485,Margin of Error,Did not work,8.0,5.7,46.0
5117,61485,Margin of Error,Population 16 years and over,12.0,3.8,59.0
5118,61485,Margin of Error,"Worked full-time, year-round in the past 12 months",7.0,7.2,31.0
5119,61485,Margin of Error,Worked part-time or part-year in the past 12 months,2.0,3.7,26.0
5120,61486,Estimate,Did not work,35.0,10.2,344.0
5121,61486,Estimate,Population 16 years and over,92.0,8.3,1115.0
5122,61486,Estimate,"Worked full-time, year-round in the past 12 months",21.0,4.4,475.0
5123,61486,Estimate,Worked part-time or part-year in the past 12 months,36.0,12.2,296.0
5124,61486,Margin of Error,Did not work,26.0,6.9,81.0
5125,61486,Margin of Error,Population 16 years and over,59.0,5.3,162.0
5126,61486,Margin of Error,"Worked full-time, year-round in the past 12 months",29.0,6.2,106.0
5127,61486,Margin of Error,Worked part-time or part-year in the past 12 months,24.0,7.8,78.0
5128,61488,Estimate,Did not work,96.0,28.7,334.0
5129,61488,Estimate,Population 16 years and over,147.0,14.7,1001.0
5130,61488,Estimate,"Worked full-time, year-round in the past 12 months",9.0,2.1,437.0
5131,61488,Estimate,Worked part-time or part-year in the past 12 months,42.0,18.3,230.0
5132,61488,Margin of Error,Did not work,54.0,13.0,80.0
5133,61488,Margin of Error,Population 16 years and over,68.0,7.1,207.0
5134,61488,Margin of Error,"Worked full-time, year-round in the past 12 months",11.0,2.3,139.0
5135,61488,Margin of Error,Worked part-time or part-year in the past 12 months,40.0,16.0,73.0
5136,61489,Estimate,Did not work,48.0,27.1,177.0
5137,61489,Estimate,Population 16 years and over,85.0,13.6,627.0
5138,61489,Estimate,"Worked full-time, year-round in the past 12 months",9.0,2.9,315.0
5139,61489,Estimate,Worked part-time or part-year in the past 12 months,28.0,20.7,135.0
5140,61489,Margin of Error,Did not work,29.0,13.7,52.0
5141,61489,Margin of Error,Population 16 years and over,42.0,6.9,113.0
5142,61489,Margin of Error,"Worked full-time, year-round in the past 12 months",13.0,4.3,94.0
5143,61489,Margin of Error,Worked part-time or part-year in the past 12 months,15.0,10.3,41.0
5144,61490,Estimate,Did not work,41.0,13.8,297.0
5145,61490,Estimate,Population 16 years and over,83.0,9.1,914.0
5146,61490,Estimate,"Worked full-time, year-round in the past 12 months",16.0,4.1,387.0
5147,61490,Estimate,Worked part-time or part-year in the past 12 months,26.0,11.3,230.0
5148,61490,Margin of Error,Did not work,27.0,9.4,91.0
5149,61490,Margin of Error,Population 16 years and over,63.0,6.5,153.0
5150,61490,Margin of Error,"Worked full-time, year-round in the past 12 months",25.0,6.4,86.0
5151,61490,Margin of Error,Worked part-time or part-year in the past 12 months,30.0,11.9,58.0
5152,61491,Estimate,Did not work,69.0,11.0,630.0
5153,61491,Estimate,Population 16 years and over,140.0,8.1,1731.0
5154,61491,Estimate,"Worked full-time, year-round in the past 12 months",21.0,2.6,809.0
5155,61491,Estimate,Worked part-time or part-year in the past 12 months,50.0,17.1,292.0
5156,61491,Margin of Error,Did not work,31.0,4.7,112.0
5157,61491,Margin of Error,Population 16 years and over,51.0,2.8,190.0
5158,61491,Margin of Error,"Worked full-time, year-round in the past 12 months",14.0,1.8,97.0
5159,61491,Margin of Error,Worked part-time or part-year in the past 12 months,30.0,9.3,66.0
5160,61501,Estimate,Did not work,112.0,26.8,418.0
5161,61501,Estimate,Population 16 years and over,223.0,16.7,1336.0
5162,61501,Estimate,"Worked full-time, year-round in the past 12 months",57.0,10.0,571.0
5163,61501,Estimate,Worked part-time or part-year in the past 12 months,54.0,15.6,347.0
5164,61501,Margin of Error,Did not work,45.0,8.6,78.0
5165,61501,Margin of Error,Population 16 years and over,78.0,5.5,183.0
5166,61501,Margin of Error,"Worked full-time, year-round in the past 12 months",39.0,6.8,125.0
5167,61501,Margin of Error,Worked part-time or part-year in the past 12 months,34.0,9.5,117.0
5168,61516,Estimate,Did not work,14.0,7.0,200.0
5169,61516,Estimate,Population 16 years and over,38.0,6.6,575.0
5170,61516,Estimate,"Worked full-time, year-round in the past 12 months",4.0,1.4,282.0
5171,61516,Estimate,Worked part-time or part-year in the past 12 months,20.0,21.5,93.0
5172,61516,Margin of Error,Did not work,11.0,5.9,59.0
5173,61516,Margin of Error,Population 16 years and over,21.0,3.8,113.0
5174,61516,Margin of Error,"Worked full-time, year-round in the past 12 months",5.0,1.6,83.0
5175,61516,Margin of Error,Worked part-time or part-year in the past 12 months,14.0,15.8,42.0
5176,61517,Estimate,Did not work,43.0,4.5,960.0
5177,61517,Estimate,Population 16 years and over,74.0,2.9,2578.0
5178,61517,Estimate,"Worked full-time, year-round in the past 12 months",16.0,1.6,973.0
5179,61517,Estimate,Worked part-time or part-year in the past 12 months,15.0,2.3,645.0
5180,61517,Margin of Error,Did not work,29.0,3.1,222.0
5181,61517,Margin of Error,Population 16 years and over,40.0,1.5,346.0
5182,61517,Margin of Error,"Worked full-time, year-round in the past 12 months",13.0,1.3,169.0
5183,61517,Margin of Error,Worked part-time or part-year in the past 12 months,11.0,1.6,146.0
5184,61519,Estimate,Did not work,10.0,20.8,48.0
5185,61519,Estimate,Population 16 years and over,28.0,16.6,169.0
5186,61519,Estimate,"Worked full-time, year-round in the past 12 months",1.0,1.4,69.0
5187,61519,Estimate,Worked part-time or part-year in the past 12 months,17.0,32.7,52.0
5188,61519,Margin of Error,Did not work,10.0,18.6,23.0
5189,61519,Margin of Error,Population 16 years and over,16.0,8.7,54.0
5190,61519,Margin of Error,"Worked full-time, year-round in the past 12 months",2.0,3.1,30.0
5191,61519,Margin of Error,Worked part-time or part-year in the past 12 months,12.0,15.4,31.0
5192,61520,Estimate,Did not work,1003.0,20.9,4797.0
5193,61520,Estimate,Population 16 years and over,1948.0,16.4,11885.0
5194,61520,Estimate,"Worked full-time, year-round in the past 12 months",182.0,4.3,4259.0
5195,61520,Estimate,Worked part-time or part-year in the past 12 months,763.0,27.0,2829.0
5196,61520,Margin of Error,Did not work,221.0,4.2,383.0
5197,61520,Margin of Error,Population 16 years and over,411.0,3.5,392.0
5198,61520,Margin of Error,"Worked full-time, year-round in the past 12 months",94.0,2.3,390.0
5199,61520,Margin of Error,Worked part-time or part-year in the past 12 months,262.0,8.6,318.0
5200,61523,Estimate,Did not work,437.0,14.4,3037.0
5201,61523,Estimate,Population 16 years and over,770.0,9.0,8552.0
5202,61523,Estimate,"Worked full-time, year-round in the past 12 months",60.0,1.7,3438.0
5203,61523,Estimate,Worked part-time or part-year in the past 12 months,273.0,13.1,2077.0
5204,61523,Margin of Error,Did not work,162.0,4.9,330.0
5205,61523,Margin of Error,Population 16 years and over,225.0,2.7,357.0
5206,61523,Margin of Error,"Worked full-time, year-round in the past 12 months",50.0,1.5,409.0
5207,61523,Margin of Error,Worked part-time or part-year in the past 12 months,114.0,5.2,266.0
5208,61524,Estimate,Did not work,16.0,10.2,157.0
5209,61524,Estimate,Population 16 years and over,18.0,5.9,305.0
5210,61524,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,95.0
5211,61524,Estimate,Worked part-time or part-year in the past 12 months,2.0,3.8,53.0
5212,61524,Margin of Error,Did not work,15.0,11.0,82.0
5213,61524,Margin of Error,Population 16 years and over,19.0,6.2,100.0
5214,61524,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,28.3,41.0
5215,61524,Margin of Error,Worked part-time or part-year in the past 12 months,6.0,10.0,24.0
5216,61525,Estimate,Did not work,49.0,2.4,2040.0
5217,61525,Estimate,Population 16 years and over,102.0,1.6,6516.0
5218,61525,Estimate,"Worked full-time, year-round in the past 12 months",12.0,0.4,3383.0
5219,61525,Estimate,Worked part-time or part-year in the past 12 months,41.0,3.8,1093.0
5220,61525,Margin of Error,Did not work,40.0,2.0,351.0
5221,61525,Margin of Error,Population 16 years and over,66.0,1.0,529.0
5222,61525,Margin of Error,"Worked full-time, year-round in the past 12 months",19.0,0.6,373.0
5223,61525,Margin of Error,Worked part-time or part-year in the past 12 months,36.0,3.3,222.0
5224,61526,Estimate,Did not work,14.0,6.2,226.0
5225,61526,Estimate,Population 16 years and over,25.0,4.0,626.0
5226,61526,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,209.0
5227,61526,Estimate,Worked part-time or part-year in the past 12 months,11.0,5.8,191.0
5228,61526,Margin of Error,Did not work,20.0,8.6,103.0
5229,61526,Margin of Error,Population 16 years and over,36.0,5.7,169.0
5230,61526,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,14.4,85.0
5231,61526,Margin of Error,Worked part-time or part-year in the past 12 months,16.0,8.9,88.0
5232,61528,Estimate,Did not work,10.0,1.2,823.0
5233,61528,Estimate,Population 16 years and over,67.0,3.0,2234.0
5234,61528,Estimate,"Worked full-time, year-round in the past 12 months",9.0,0.8,1104.0
5235,61528,Estimate,Worked part-time or part-year in the past 12 months,48.0,15.6,307.0
5236,61528,Margin of Error,Did not work,15.0,1.9,196.0
5237,61528,Margin of Error,Population 16 years and over,63.0,2.8,342.0
5238,61528,Margin of Error,"Worked full-time, year-round in the past 12 months",16.0,1.5,276.0
5239,61528,Margin of Error,Worked part-time or part-year in the past 12 months,56.0,17.6,133.0
5240,61529,Estimate,Did not work,115.0,18.5,620.0
5241,61529,Estimate,Population 16 years and over,209.0,9.9,2108.0
5242,61529,Estimate,"Worked full-time, year-round in the past 12 months",56.0,6.0,938.0
5243,61529,Estimate,Worked part-time or part-year in the past 12 months,38.0,6.9,550.0
5244,61529,Margin of Error,Did not work,65.0,9.2,132.0
5245,61529,Margin of Error,Population 16 years and over,88.0,3.9,265.0
5246,61529,Margin of Error,"Worked full-time, year-round in the past 12 months",41.0,4.1,162.0
5247,61529,Margin of Error,Worked part-time or part-year in the past 12 months,29.0,5.0,133.0
5248,61530,Estimate,Did not work,404.0,25.5,1586.0
5249,61530,Estimate,Population 16 years and over,667.0,13.9,4801.0
5250,61530,Estimate,"Worked full-time, year-round in the past 12 months",88.0,4.4,2000.0
5251,61530,Estimate,Worked part-time or part-year in the past 12 months,175.0,14.4,1215.0
5252,61530,Margin of Error,Did not work,183.0,11.2,258.0
5253,61530,Margin of Error,Population 16 years and over,246.0,5.1,294.0
5254,61530,Margin of Error,"Worked full-time, year-round in the past 12 months",70.0,3.4,297.0
5255,61530,Margin of Error,Worked part-time or part-year in the past 12 months,162.0,11.3,322.0
5256,61531,Estimate,Did not work,107.0,13.7,782.0
5257,61531,Estimate,Population 16 years and over,197.0,8.5,2316.0
5258,61531,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,1035.0
5259,61531,Estimate,Worked part-time or part-year in the past 12 months,90.0,18.0,499.0
5260,61531,Margin of Error,Did not work,67.0,8.4,154.0
5261,61531,Margin of Error,Population 16 years and over,87.0,3.8,183.0
5262,61531,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,3.1,156.0
5263,61531,Margin of Error,Worked part-time or part-year in the past 12 months,53.0,9.3,109.0
5264,61532,Estimate,Did not work,38.0,26.6,143.0
5265,61532,Estimate,Population 16 years and over,64.0,14.4,444.0
5266,61532,Estimate,"Worked full-time, year-round in the past 12 months",9.0,4.5,200.0
5267,61532,Estimate,Worked part-time or part-year in the past 12 months,17.0,16.8,101.0
5268,61532,Margin of Error,Did not work,39.0,23.7,47.0
5269,61532,Margin of Error,Population 16 years and over,58.0,12.3,120.0
5270,61532,Margin of Error,"Worked full-time, year-round in the past 12 months",9.0,5.3,87.0
5271,61532,Margin of Error,Worked part-time or part-year in the past 12 months,21.0,17.8,42.0
5272,61533,Estimate,Did not work,119.0,21.4,557.0
5273,61533,Estimate,Population 16 years and over,292.0,17.1,1712.0
5274,61533,Estimate,"Worked full-time, year-round in the past 12 months",138.0,18.6,743.0
5275,61533,Estimate,Worked part-time or part-year in the past 12 months,35.0,8.5,412.0
5276,61533,Margin of Error,Did not work,53.0,8.4,93.0
5277,61533,Margin of Error,Population 16 years and over,175.0,8.1,272.0
5278,61533,Margin of Error,"Worked full-time, year-round in the past 12 months",153.0,17.1,184.0
5279,61533,Margin of Error,Worked part-time or part-year in the past 12 months,27.0,6.6,112.0
5280,61534,Estimate,Did not work,59.0,11.9,497.0
5281,61534,Estimate,Population 16 years and over,95.0,6.6,1450.0
5282,61534,Estimate,"Worked full-time, year-round in the past 12 months",4.0,0.6,712.0
