,Zipcode,Stats,ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS,Below poverty level,Percent below poverty level,Total
12129,61810,Estimate,150 percent of poverty level,,,66.0
12130,61810,Estimate,185 percent of poverty level,,,82.0
12131,61810,Estimate,200 percent of poverty level,,,91.0
12132,61810,Estimate,300 percent of poverty level,,,161.0
12133,61810,Estimate,400 percent of poverty level,,,185.0
12134,61810,Estimate,50 percent of poverty level,,,15.0
12135,61810,Estimate,500 percent of poverty level,,,225.0
12136,61810,Margin of Error,125 percent of poverty level,,,27.0
12137,61810,Margin of Error,150 percent of poverty level,,,37.0
12138,61810,Margin of Error,185 percent of poverty level,,,41.0
12139,61810,Margin of Error,200 percent of poverty level,,,43.0
12140,61810,Margin of Error,300 percent of poverty level,,,59.0
12141,61810,Margin of Error,400 percent of poverty level,,,60.0
12142,61810,Margin of Error,50 percent of poverty level,,,17.0
12143,61810,Margin of Error,500 percent of poverty level,,,63.0
12144,61811,Estimate,125 percent of poverty level,,,165.0
12145,61811,Estimate,150 percent of poverty level,,,195.0
12146,61811,Estimate,185 percent of poverty level,,,243.0
12147,61811,Estimate,200 percent of poverty level,,,262.0
12148,61811,Estimate,300 percent of poverty level,,,378.0
12149,61811,Estimate,400 percent of poverty level,,,565.0
12150,61811,Estimate,50 percent of poverty level,,,83.0
12151,61811,Estimate,500 percent of poverty level,,,652.0
12152,61811,Margin of Error,125 percent of poverty level,,,72.0
12153,61811,Margin of Error,150 percent of poverty level,,,80.0
12154,61811,Margin of Error,185 percent of poverty level,,,98.0
12155,61811,Margin of Error,200 percent of poverty level,,,100.0
12156,61811,Margin of Error,300 percent of poverty level,,,122.0
12157,61811,Margin of Error,400 percent of poverty level,,,129.0
12158,61811,Margin of Error,50 percent of poverty level,,,54.0
12159,61811,Margin of Error,500 percent of poverty level,,,144.0
12160,61812,Estimate,125 percent of poverty level,,,45.0
12161,61812,Estimate,150 percent of poverty level,,,70.0
12162,61812,Estimate,185 percent of poverty level,,,70.0
12163,61812,Estimate,200 percent of poverty level,,,70.0
12164,61812,Estimate,300 percent of poverty level,,,109.0
12165,61812,Estimate,400 percent of poverty level,,,169.0
12166,61812,Estimate,50 percent of poverty level,,,17.0
12167,61812,Estimate,500 percent of poverty level,,,194.0
12168,61812,Margin of Error,125 percent of poverty level,,,34.0
12169,61812,Margin of Error,150 percent of poverty level,,,51.0
12170,61812,Margin of Error,185 percent of poverty level,,,51.0
12171,61812,Margin of Error,200 percent of poverty level,,,51.0
12172,61812,Margin of Error,300 percent of poverty level,,,74.0
12173,61812,Margin of Error,400 percent of poverty level,,,80.0
12174,61812,Margin of Error,50 percent of poverty level,,,19.0
12175,61812,Margin of Error,500 percent of poverty level,,,80.0
12176,61813,Estimate,125 percent of poverty level,,,185.0
12177,61813,Estimate,150 percent of poverty level,,,248.0
12178,61813,Estimate,185 percent of poverty level,,,414.0
12179,61813,Estimate,200 percent of poverty level,,,480.0
12180,61813,Estimate,300 percent of poverty level,,,826.0
12181,61813,Estimate,400 percent of poverty level,,,1126.0
12182,61813,Estimate,50 percent of poverty level,,,56.0
12183,61813,Estimate,500 percent of poverty level,,,1318.0
12184,61813,Margin of Error,125 percent of poverty level,,,65.0
12185,61813,Margin of Error,150 percent of poverty level,,,66.0
12186,61813,Margin of Error,185 percent of poverty level,,,106.0
12187,61813,Margin of Error,200 percent of poverty level,,,125.0
12188,61813,Margin of Error,300 percent of poverty level,,,141.0
12189,61813,Margin of Error,400 percent of poverty level,,,170.0
12190,61813,Margin of Error,50 percent of poverty level,,,26.0
12191,61813,Margin of Error,500 percent of poverty level,,,189.0
12192,61814,Estimate,125 percent of poverty level,,,191.0
12193,61814,Estimate,150 percent of poverty level,,,214.0
12194,61814,Estimate,185 percent of poverty level,,,305.0
12195,61814,Estimate,200 percent of poverty level,,,346.0
12196,61814,Estimate,300 percent of poverty level,,,496.0
12197,61814,Estimate,400 percent of poverty level,,,726.0
12198,61814,Estimate,50 percent of poverty level,,,72.0
12199,61814,Estimate,500 percent of poverty level,,,883.0
12200,61814,Margin of Error,125 percent of poverty level,,,104.0
12201,61814,Margin of Error,150 percent of poverty level,,,111.0
12202,61814,Margin of Error,185 percent of poverty level,,,138.0
12203,61814,Margin of Error,200 percent of poverty level,,,149.0
12204,61814,Margin of Error,300 percent of poverty level,,,158.0
12205,61814,Margin of Error,400 percent of poverty level,,,194.0
12206,61814,Margin of Error,50 percent of poverty level,,,50.0
12207,61814,Margin of Error,500 percent of poverty level,,,211.0
12208,61815,Estimate,125 percent of poverty level,,,16.0
12209,61815,Estimate,150 percent of poverty level,,,19.0
12210,61815,Estimate,185 percent of poverty level,,,36.0
12211,61815,Estimate,200 percent of poverty level,,,36.0
12212,61815,Estimate,300 percent of poverty level,,,72.0
12213,61815,Estimate,400 percent of poverty level,,,144.0
12214,61815,Estimate,50 percent of poverty level,,,8.0
12215,61815,Estimate,500 percent of poverty level,,,174.0
12216,61815,Margin of Error,125 percent of poverty level,,,16.0
12217,61815,Margin of Error,150 percent of poverty level,,,21.0
12218,61815,Margin of Error,185 percent of poverty level,,,25.0
12219,61815,Margin of Error,200 percent of poverty level,,,25.0
12220,61815,Margin of Error,300 percent of poverty level,,,35.0
12221,61815,Margin of Error,400 percent of poverty level,,,58.0
12222,61815,Margin of Error,50 percent of poverty level,,,14.0
12223,61815,Margin of Error,500 percent of poverty level,,,59.0
12224,61816,Estimate,125 percent of poverty level,,,102.0
12225,61816,Estimate,150 percent of poverty level,,,116.0
12226,61816,Estimate,185 percent of poverty level,,,125.0
12227,61816,Estimate,200 percent of poverty level,,,130.0
12228,61816,Estimate,300 percent of poverty level,,,247.0
12229,61816,Estimate,400 percent of poverty level,,,276.0
12230,61816,Estimate,50 percent of poverty level,,,57.0
12231,61816,Estimate,500 percent of poverty level,,,326.0
12232,61816,Margin of Error,125 percent of poverty level,,,62.0
12233,61816,Margin of Error,150 percent of poverty level,,,63.0
12234,61816,Margin of Error,185 percent of poverty level,,,64.0
12235,61816,Margin of Error,200 percent of poverty level,,,64.0
12236,61816,Margin of Error,300 percent of poverty level,,,103.0
12237,61816,Margin of Error,400 percent of poverty level,,,103.0
12238,61816,Margin of Error,50 percent of poverty level,,,48.0
12239,61816,Margin of Error,500 percent of poverty level,,,114.0
12240,61817,Estimate,125 percent of poverty level,,,309.0
12241,61817,Estimate,150 percent of poverty level,,,392.0
12242,61817,Estimate,185 percent of poverty level,,,482.0
12243,61817,Estimate,200 percent of poverty level,,,559.0
12244,61817,Estimate,300 percent of poverty level,,,1079.0
12245,61817,Estimate,400 percent of poverty level,,,1511.0
12246,61817,Estimate,50 percent of poverty level,,,31.0
12247,61817,Estimate,500 percent of poverty level,,,2125.0
12248,61817,Margin of Error,125 percent of poverty level,,,145.0
12249,61817,Margin of Error,150 percent of poverty level,,,169.0
12250,61817,Margin of Error,185 percent of poverty level,,,174.0
12251,61817,Margin of Error,200 percent of poverty level,,,176.0
12252,61817,Margin of Error,300 percent of poverty level,,,226.0
12253,61817,Margin of Error,400 percent of poverty level,,,248.0
12254,61817,Margin of Error,50 percent of poverty level,,,23.0
12255,61817,Margin of Error,500 percent of poverty level,,,192.0
12256,61818,Estimate,125 percent of poverty level,,,182.0
12257,61818,Estimate,150 percent of poverty level,,,182.0
12258,61818,Estimate,185 percent of poverty level,,,272.0
12259,61818,Estimate,200 percent of poverty level,,,318.0
12260,61818,Estimate,300 percent of poverty level,,,685.0
12261,61818,Estimate,400 percent of poverty level,,,1033.0
12262,61818,Estimate,50 percent of poverty level,,,69.0
12263,61818,Estimate,500 percent of poverty level,,,1202.0
12264,61818,Margin of Error,125 percent of poverty level,,,88.0
12265,61818,Margin of Error,150 percent of poverty level,,,88.0
12266,61818,Margin of Error,185 percent of poverty level,,,91.0
12267,61818,Margin of Error,200 percent of poverty level,,,95.0
12268,61818,Margin of Error,300 percent of poverty level,,,149.0
12269,61818,Margin of Error,400 percent of poverty level,,,180.0
12270,61818,Margin of Error,50 percent of poverty level,,,55.0
12271,61818,Margin of Error,500 percent of poverty level,,,191.0
12272,61820,Estimate,125 percent of poverty level,,,14960.0
12273,61820,Estimate,150 percent of poverty level,,,15727.0
12274,61820,Estimate,185 percent of poverty level,,,17442.0
12275,61820,Estimate,200 percent of poverty level,,,18563.0
12276,61820,Estimate,300 percent of poverty level,,,22170.0
12277,61820,Estimate,400 percent of poverty level,,,24554.0
12278,61820,Estimate,50 percent of poverty level,,,10265.0
12279,61820,Estimate,500 percent of poverty level,,,26593.0
12280,61820,Margin of Error,125 percent of poverty level,,,1252.0
12281,61820,Margin of Error,150 percent of poverty level,,,1193.0
12282,61820,Margin of Error,185 percent of poverty level,,,1233.0
12283,61820,Margin of Error,200 percent of poverty level,,,1310.0
12284,61820,Margin of Error,300 percent of poverty level,,,1418.0
12285,61820,Margin of Error,400 percent of poverty level,,,1462.0
12286,61820,Margin of Error,50 percent of poverty level,,,1113.0
12287,61820,Margin of Error,500 percent of poverty level,,,1498.0
12288,61821,Estimate,125 percent of poverty level,,,5437.0
12289,61821,Estimate,150 percent of poverty level,,,7257.0
12290,61821,Estimate,185 percent of poverty level,,,9622.0
12291,61821,Estimate,200 percent of poverty level,,,10970.0
12292,61821,Estimate,300 percent of poverty level,,,15813.0
12293,61821,Estimate,400 percent of poverty level,,,19207.0
12294,61821,Estimate,50 percent of poverty level,,,2351.0
12295,61821,Estimate,500 percent of poverty level,,,22691.0
12296,61821,Margin of Error,125 percent of poverty level,,,846.0
12297,61821,Margin of Error,150 percent of poverty level,,,935.0
12298,61821,Margin of Error,185 percent of poverty level,,,987.0
12299,61821,Margin of Error,200 percent of poverty level,,,1143.0
12300,61821,Margin of Error,300 percent of poverty level,,,1399.0
12301,61821,Margin of Error,400 percent of poverty level,,,1499.0
12302,61821,Margin of Error,50 percent of poverty level,,,500.0
12303,61821,Margin of Error,500 percent of poverty level,,,1550.0
12304,61822,Estimate,125 percent of poverty level,,,2616.0
12305,61822,Estimate,150 percent of poverty level,,,3364.0
12306,61822,Estimate,185 percent of poverty level,,,4838.0
12307,61822,Estimate,200 percent of poverty level,,,5324.0
12308,61822,Estimate,300 percent of poverty level,,,9130.0
12309,61822,Estimate,400 percent of poverty level,,,11887.0
12310,61822,Estimate,50 percent of poverty level,,,975.0
12311,61822,Estimate,500 percent of poverty level,,,14903.0
12312,61822,Margin of Error,125 percent of poverty level,,,665.0
12313,61822,Margin of Error,150 percent of poverty level,,,742.0
12314,61822,Margin of Error,185 percent of poverty level,,,1200.0
12315,61822,Margin of Error,200 percent of poverty level,,,1190.0
12316,61822,Margin of Error,300 percent of poverty level,,,1343.0
12317,61822,Margin of Error,400 percent of poverty level,,,1529.0
12318,61822,Margin of Error,50 percent of poverty level,,,389.0
12319,61822,Margin of Error,500 percent of poverty level,,,1485.0
12320,61830,Estimate,125 percent of poverty level,,,38.0
12321,61830,Estimate,150 percent of poverty level,,,39.0
12322,61830,Estimate,185 percent of poverty level,,,52.0
12323,61830,Estimate,200 percent of poverty level,,,78.0
12324,61830,Estimate,300 percent of poverty level,,,196.0
12325,61830,Estimate,400 percent of poverty level,,,270.0
12326,61830,Estimate,50 percent of poverty level,,,15.0
12327,61830,Estimate,500 percent of poverty level,,,335.0
12328,61830,Margin of Error,125 percent of poverty level,,,28.0
12329,61830,Margin of Error,150 percent of poverty level,,,28.0
12330,61830,Margin of Error,185 percent of poverty level,,,30.0
12331,61830,Margin of Error,200 percent of poverty level,,,41.0
12332,61830,Margin of Error,300 percent of poverty level,,,61.0
12333,61830,Margin of Error,400 percent of poverty level,,,82.0
12334,61830,Margin of Error,50 percent of poverty level,,,13.0
12335,61830,Margin of Error,500 percent of poverty level,,,89.0
12336,61831,Estimate,125 percent of poverty level,,,13.0
12337,61831,Estimate,150 percent of poverty level,,,13.0
12338,61831,Estimate,185 percent of poverty level,,,16.0
12339,61831,Estimate,200 percent of poverty level,,,16.0
12340,61831,Estimate,300 percent of poverty level,,,60.0
12341,61831,Estimate,400 percent of poverty level,,,69.0
12342,61831,Estimate,50 percent of poverty level,,,5.0
12343,61831,Estimate,500 percent of poverty level,,,91.0
12344,61831,Margin of Error,125 percent of poverty level,,,11.0
12345,61831,Margin of Error,150 percent of poverty level,,,11.0
12346,61831,Margin of Error,185 percent of poverty level,,,11.0
12347,61831,Margin of Error,200 percent of poverty level,,,11.0
12348,61831,Margin of Error,300 percent of poverty level,,,40.0
12349,61831,Margin of Error,400 percent of poverty level,,,39.0
12350,61831,Margin of Error,50 percent of poverty level,,,5.0
12351,61831,Margin of Error,500 percent of poverty level,,,47.0
12352,61832,Estimate,125 percent of poverty level,,,11144.0
12353,61832,Estimate,150 percent of poverty level,,,12627.0
12354,61832,Estimate,185 percent of poverty level,,,15065.0
12355,61832,Estimate,200 percent of poverty level,,,15979.0
12356,61832,Estimate,300 percent of poverty level,,,21666.0
12357,61832,Estimate,400 percent of poverty level,,,25182.0
12358,61832,Estimate,50 percent of poverty level,,,4392.0
12359,61832,Estimate,500 percent of poverty level,,,28270.0
12360,61832,Margin of Error,125 percent of poverty level,,,951.0
12361,61832,Margin of Error,150 percent of poverty level,,,915.0
12362,61832,Margin of Error,185 percent of poverty level,,,908.0
12363,61832,Margin of Error,200 percent of poverty level,,,888.0
12364,61832,Margin of Error,300 percent of poverty level,,,913.0
12365,61832,Margin of Error,400 percent of poverty level,,,947.0
12366,61832,Margin of Error,50 percent of poverty level,,,666.0
12367,61832,Margin of Error,500 percent of poverty level,,,821.0
12368,61833,Estimate,125 percent of poverty level,,,368.0
12369,61833,Estimate,150 percent of poverty level,,,492.0
12370,61833,Estimate,185 percent of poverty level,,,909.0
