,Zipcode,Stats,EMPLOYMENT STATUS,Below poverty level,Percent below poverty level,Total
10596,61801,Margin of Error,Unemployed Female,163.0,23.8,186.0
10597,61801,Margin of Error,Unemployed Male,134.0,13.7,150.0
10598,61802,Estimate,Civilian labor force 16 years and over,1222.0,11.7,10473.0
10599,61802,Estimate,Employed,1072.0,10.8,9897.0
10600,61802,Estimate,Employed Female,626.0,11.8,5317.0
10601,61802,Estimate,Employed Male,446.0,9.7,4580.0
10602,61802,Estimate,Unemployed,150.0,26.0,576.0
10603,61802,Estimate,Unemployed Female,88.0,25.7,342.0
10604,61802,Estimate,Unemployed Male,62.0,26.5,234.0
10605,61802,Margin of Error,Civilian labor force 16 years and over,339.0,3.2,664.0
10606,61802,Margin of Error,Employed,320.0,3.2,676.0
10607,61802,Margin of Error,Employed Female,253.0,4.6,516.0
10608,61802,Margin of Error,Employed Male,175.0,3.8,425.0
10609,61802,Margin of Error,Unemployed,88.0,15.7,232.0
10610,61802,Margin of Error,Unemployed Female,75.0,19.9,174.0
10611,61802,Margin of Error,Unemployed Male,52.0,23.6,138.0
10612,61810,Estimate,Civilian labor force 16 years and over,7.0,4.9,143.0
10613,61810,Estimate,Employed,6.0,4.4,135.0
10614,61810,Estimate,Employed Female,4.0,6.2,65.0
10615,61810,Estimate,Employed Male,2.0,2.9,70.0
10616,61810,Estimate,Unemployed,1.0,12.5,8.0
10617,61810,Estimate,Unemployed Female,0.0,0.0,1.0
10618,61810,Estimate,Unemployed Male,1.0,14.3,7.0
10619,61810,Margin of Error,Civilian labor force 16 years and over,9.0,6.6,38.0
10620,61810,Margin of Error,Employed,9.0,6.9,37.0
10621,61810,Margin of Error,Employed Female,6.0,9.3,20.0
10622,61810,Margin of Error,Employed Male,5.0,7.7,23.0
10623,61810,Margin of Error,Unemployed,2.0,20.2,6.0
10624,61810,Margin of Error,Unemployed Female,12.0,100.0,3.0
10625,61810,Margin of Error,Unemployed Male,2.0,26.5,6.0
10626,61811,Estimate,Civilian labor force 16 years and over,11.0,3.2,346.0
10627,61811,Estimate,Employed,9.0,2.6,343.0
10628,61811,Estimate,Employed Female,2.0,1.4,148.0
10629,61811,Estimate,Employed Male,7.0,3.6,195.0
10630,61811,Estimate,Unemployed,2.0,66.7,3.0
10631,61811,Estimate,Unemployed Female,0.0,,0.0
10632,61811,Estimate,Unemployed Male,2.0,66.7,3.0
10633,61811,Margin of Error,Civilian labor force 16 years and over,13.0,3.6,102.0
10634,61811,Margin of Error,Employed,12.0,3.5,103.0
10635,61811,Margin of Error,Employed Female,3.0,2.1,54.0
10636,61811,Margin of Error,Employed Male,12.0,6.2,67.0
10637,61811,Margin of Error,Unemployed,3.0,66.7,4.0
10638,61811,Margin of Error,Unemployed Female,12.0,,12.0
10639,61811,Margin of Error,Unemployed Male,3.0,66.7,4.0
10640,61812,Estimate,Civilian labor force 16 years and over,14.0,6.6,212.0
10641,61812,Estimate,Employed,9.0,4.5,201.0
10642,61812,Estimate,Employed Female,9.0,10.5,86.0
10643,61812,Estimate,Employed Male,0.0,0.0,115.0
10644,61812,Estimate,Unemployed,5.0,45.5,11.0
10645,61812,Estimate,Unemployed Female,2.0,40.0,5.0
10646,61812,Estimate,Unemployed Male,3.0,50.0,6.0
10647,61812,Margin of Error,Civilian labor force 16 years and over,14.0,6.4,54.0
10648,61812,Margin of Error,Employed,13.0,6.3,54.0
10649,61812,Margin of Error,Employed Female,13.0,13.8,30.0
10650,61812,Margin of Error,Employed Male,12.0,24.3,41.0
10651,61812,Margin of Error,Unemployed,7.0,39.1,10.0
10652,61812,Margin of Error,Unemployed Female,4.0,60.0,6.0
10653,61812,Margin of Error,Unemployed Male,5.0,50.0,8.0
10654,61813,Estimate,Civilian labor force 16 years and over,47.0,5.1,930.0
10655,61813,Estimate,Employed,41.0,4.5,904.0
10656,61813,Estimate,Employed Female,33.0,7.8,422.0
10657,61813,Estimate,Employed Male,8.0,1.7,482.0
10658,61813,Estimate,Unemployed,6.0,23.1,26.0
10659,61813,Estimate,Unemployed Female,3.0,15.8,19.0
10660,61813,Estimate,Unemployed Male,3.0,42.9,7.0
10661,61813,Margin of Error,Civilian labor force 16 years and over,22.0,2.3,140.0
10662,61813,Margin of Error,Employed,20.0,2.1,139.0
10663,61813,Margin of Error,Employed Female,18.0,4.1,73.0
10664,61813,Margin of Error,Employed Male,8.0,1.6,83.0
10665,61813,Margin of Error,Unemployed,6.0,21.9,14.0
10666,61813,Margin of Error,Unemployed Female,4.0,22.8,13.0
10667,61813,Margin of Error,Unemployed Male,5.0,52.8,6.0
10668,61814,Estimate,Civilian labor force 16 years and over,48.0,10.5,457.0
10669,61814,Estimate,Employed,32.0,7.6,422.0
10670,61814,Estimate,Employed Female,17.0,8.1,209.0
10671,61814,Estimate,Employed Male,15.0,7.0,213.0
10672,61814,Estimate,Unemployed,16.0,45.7,35.0
10673,61814,Estimate,Unemployed Female,2.0,50.0,4.0
10674,61814,Estimate,Unemployed Male,14.0,45.2,31.0
10675,61814,Margin of Error,Civilian labor force 16 years and over,36.0,7.9,107.0
10676,61814,Margin of Error,Employed,26.0,6.4,101.0
10677,61814,Margin of Error,Employed Female,16.0,7.4,59.0
10678,61814,Margin of Error,Employed Male,17.0,8.3,62.0
10679,61814,Margin of Error,Unemployed,23.0,46.7,29.0
10680,61814,Margin of Error,Unemployed Female,4.0,50.0,5.0
10681,61814,Margin of Error,Unemployed Male,23.0,50.0,28.0
10682,61815,Estimate,Civilian labor force 16 years and over,5.0,3.6,139.0
10683,61815,Estimate,Employed,5.0,3.7,136.0
10684,61815,Estimate,Employed Female,2.0,3.6,56.0
10685,61815,Estimate,Employed Male,3.0,3.8,80.0
10686,61815,Estimate,Unemployed,0.0,0.0,3.0
10687,61815,Estimate,Unemployed Female,0.0,0.0,2.0
10688,61815,Estimate,Unemployed Male,0.0,0.0,1.0
10689,61815,Margin of Error,Civilian labor force 16 years and over,8.0,6.2,45.0
10690,61815,Margin of Error,Employed,8.0,6.4,44.0
10691,61815,Margin of Error,Employed Female,4.0,6.8,23.0
10692,61815,Margin of Error,Employed Male,6.0,7.6,29.0
10693,61815,Margin of Error,Unemployed,12.0,100.0,4.0
10694,61815,Margin of Error,Unemployed Female,12.0,100.0,3.0
10695,61815,Margin of Error,Unemployed Male,12.0,100.0,3.0
10696,61816,Estimate,Civilian labor force 16 years and over,52.0,23.7,219.0
10697,61816,Estimate,Employed,25.0,13.4,186.0
10698,61816,Estimate,Employed Female,20.0,19.6,102.0
10699,61816,Estimate,Employed Male,5.0,6.0,84.0
10700,61816,Estimate,Unemployed,27.0,81.8,33.0
10701,61816,Estimate,Unemployed Female,22.0,100.0,22.0
10702,61816,Estimate,Unemployed Male,5.0,45.5,11.0
10703,61816,Margin of Error,Civilian labor force 16 years and over,40.0,13.1,71.0
10704,61816,Margin of Error,Employed,29.0,13.3,56.0
10705,61816,Margin of Error,Employed Female,28.0,21.9,39.0
10706,61816,Margin of Error,Employed Male,5.0,7.0,31.0
10707,61816,Margin of Error,Unemployed,27.0,22.2,28.0
10708,61816,Margin of Error,Unemployed Female,26.0,63.2,26.0
10709,61816,Margin of Error,Unemployed Male,7.0,49.7,10.0
10710,61817,Estimate,Civilian labor force 16 years and over,96.0,7.4,1297.0
10711,61817,Estimate,Employed,76.0,6.0,1271.0
10712,61817,Estimate,Employed Female,61.0,9.7,629.0
10713,61817,Estimate,Employed Male,15.0,2.3,642.0
10714,61817,Estimate,Unemployed,20.0,76.9,26.0
10715,61817,Estimate,Unemployed Female,0.0,0.0,6.0
10716,61817,Estimate,Unemployed Male,20.0,100.0,20.0
10717,61817,Margin of Error,Civilian labor force 16 years and over,68.0,5.1,156.0
10718,61817,Margin of Error,Employed,48.0,3.7,156.0
10719,61817,Margin of Error,Employed Female,47.0,7.2,87.0
10720,61817,Margin of Error,Employed Male,17.0,2.6,99.0
10721,61817,Margin of Error,Unemployed,30.0,54.3,31.0
10722,61817,Margin of Error,Unemployed Female,12.0,100.0,12.0
10723,61817,Margin of Error,Unemployed Male,30.0,66.3,30.0
10724,61818,Estimate,Civilian labor force 16 years and over,59.0,7.4,797.0
10725,61818,Estimate,Employed,34.0,4.6,745.0
10726,61818,Estimate,Employed Female,23.0,7.1,324.0
10727,61818,Estimate,Employed Male,11.0,2.6,421.0
10728,61818,Estimate,Unemployed,25.0,48.1,52.0
10729,61818,Estimate,Unemployed Female,11.0,61.1,18.0
10730,61818,Estimate,Unemployed Male,14.0,41.2,34.0
10731,61818,Margin of Error,Civilian labor force 16 years and over,31.0,3.9,145.0
10732,61818,Margin of Error,Employed,24.0,3.1,143.0
10733,61818,Margin of Error,Employed Female,18.0,5.2,57.0
10734,61818,Margin of Error,Employed Male,13.0,3.2,116.0
10735,61818,Margin of Error,Unemployed,20.0,25.3,23.0
10736,61818,Margin of Error,Unemployed Female,16.0,48.0,18.0
10737,61818,Margin of Error,Unemployed Male,19.0,41.4,20.0
10738,61820,Estimate,Civilian labor force 16 years and over,4482.0,27.2,16503.0
10739,61820,Estimate,Employed,4008.0,25.7,15602.0
10740,61820,Estimate,Employed Female,2272.0,32.7,6957.0
10741,61820,Estimate,Employed Male,1736.0,20.1,8645.0
10742,61820,Estimate,Unemployed,474.0,52.6,901.0
10743,61820,Estimate,Unemployed Female,129.0,67.2,192.0
10744,61820,Estimate,Unemployed Male,345.0,48.7,709.0
10745,61820,Margin of Error,Civilian labor force 16 years and over,590.0,3.2,1038.0
10746,61820,Margin of Error,Employed,591.0,3.4,1063.0
10747,61820,Margin of Error,Employed Female,440.0,5.0,673.0
10748,61820,Margin of Error,Employed Male,358.0,3.9,753.0
10749,61820,Margin of Error,Unemployed,164.0,17.6,231.0
10750,61820,Margin of Error,Unemployed Female,76.0,19.9,80.0
10751,61820,Margin of Error,Unemployed Male,140.0,20.2,226.0
10752,61821,Estimate,Civilian labor force 16 years and over,1538.0,9.0,17054.0
10753,61821,Estimate,Employed,1121.0,6.9,16173.0
10754,61821,Estimate,Employed Female,752.0,9.5,7882.0
10755,61821,Estimate,Employed Male,369.0,4.5,8291.0
10756,61821,Estimate,Unemployed,417.0,47.3,881.0
10757,61821,Estimate,Unemployed Female,169.0,36.5,463.0
10758,61821,Estimate,Unemployed Male,248.0,59.3,418.0
10759,61821,Margin of Error,Civilian labor force 16 years and over,372.0,2.2,1179.0
10760,61821,Margin of Error,Employed,301.0,1.9,1186.0
10761,61821,Margin of Error,Employed Female,209.0,2.6,672.0
10762,61821,Margin of Error,Employed Male,205.0,2.4,843.0
10763,61821,Margin of Error,Unemployed,206.0,15.1,282.0
10764,61821,Margin of Error,Unemployed Female,122.0,21.0,207.0
10765,61821,Margin of Error,Unemployed Male,137.0,16.2,162.0
10766,61822,Estimate,Civilian labor force 16 years and over,682.0,4.8,14094.0
10767,61822,Estimate,Employed,586.0,4.3,13490.0
10768,61822,Estimate,Employed Female,278.0,4.5,6247.0
10769,61822,Estimate,Employed Male,308.0,4.3,7243.0
10770,61822,Estimate,Unemployed,96.0,15.9,604.0
10771,61822,Estimate,Unemployed Female,0.0,0.0,147.0
10772,61822,Estimate,Unemployed Male,96.0,21.0,457.0
10773,61822,Margin of Error,Civilian labor force 16 years and over,317.0,2.2,973.0
10774,61822,Margin of Error,Employed,307.0,2.2,959.0
10775,61822,Margin of Error,Employed Female,134.0,2.2,560.0
10776,61822,Margin of Error,Employed Male,214.0,2.8,631.0
10777,61822,Margin of Error,Unemployed,96.0,13.8,240.0
10778,61822,Margin of Error,Unemployed Female,22.0,19.7,116.0
10779,61822,Margin of Error,Unemployed Male,96.0,17.8,200.0
10780,61830,Estimate,Civilian labor force 16 years and over,6.0,2.9,207.0
10781,61830,Estimate,Employed,4.0,2.0,198.0
10782,61830,Estimate,Employed Female,1.0,1.0,105.0
10783,61830,Estimate,Employed Male,3.0,3.2,93.0
10784,61830,Estimate,Unemployed,2.0,22.2,9.0
10785,61830,Estimate,Unemployed Female,0.0,0.0,1.0
10786,61830,Estimate,Unemployed Male,2.0,25.0,8.0
10787,61830,Margin of Error,Civilian labor force 16 years and over,6.0,2.8,56.0
10788,61830,Margin of Error,Employed,5.0,2.5,55.0
10789,61830,Margin of Error,Employed Female,2.0,1.9,35.0
10790,61830,Margin of Error,Employed Male,4.0,4.7,32.0
10791,61830,Margin of Error,Unemployed,3.0,39.4,9.0
10792,61830,Margin of Error,Unemployed Female,12.0,100.0,2.0
10793,61830,Margin of Error,Unemployed Male,3.0,43.9,8.0
10794,61831,Estimate,Civilian labor force 16 years and over,0.0,0.0,66.0
10795,61831,Estimate,Employed,0.0,0.0,65.0
10796,61831,Estimate,Employed Female,0.0,0.0,19.0
10797,61831,Estimate,Employed Male,0.0,0.0,46.0
10798,61831,Estimate,Unemployed,0.0,0.0,1.0
10799,61831,Estimate,Unemployed Female,0.0,,0.0
10800,61831,Estimate,Unemployed Male,0.0,0.0,1.0
10801,61831,Margin of Error,Civilian labor force 16 years and over,12.0,36.3,42.0
10802,61831,Margin of Error,Employed,12.0,36.7,42.0
10803,61831,Margin of Error,Employed Female,12.0,68.0,14.0
10804,61831,Margin of Error,Employed Male,12.0,43.7,37.0
10805,61831,Margin of Error,Unemployed,12.0,100.0,5.0
10806,61831,Margin of Error,Unemployed Female,12.0,,12.0
10807,61831,Margin of Error,Unemployed Male,12.0,100.0,5.0
10808,61832,Estimate,Civilian labor force 16 years and over,2342.0,16.1,14549.0
10809,61832,Estimate,Employed,1752.0,12.9,13538.0
10810,61832,Estimate,Employed Female,1075.0,15.6,6895.0
10811,61832,Estimate,Employed Male,677.0,10.2,6643.0
10812,61832,Estimate,Unemployed,590.0,58.4,1011.0
10813,61832,Estimate,Unemployed Female,354.0,58.8,602.0
10814,61832,Estimate,Unemployed Male,236.0,57.7,409.0
10815,61832,Margin of Error,Civilian labor force 16 years and over,347.0,2.3,521.0
10816,61832,Margin of Error,Employed,342.0,2.4,551.0
10817,61832,Margin of Error,Employed Female,216.0,3.0,404.0
10818,61832,Margin of Error,Employed Male,209.0,3.1,331.0
10819,61832,Margin of Error,Unemployed,145.0,9.5,222.0
10820,61832,Margin of Error,Unemployed Female,124.0,13.8,181.0
10821,61832,Margin of Error,Unemployed Male,92.0,12.3,127.0
10822,61833,Estimate,Civilian labor force 16 years and over,87.0,8.0,1084.0
10823,61833,Estimate,Employed,87.0,8.2,1067.0
10824,61833,Estimate,Employed Female,47.0,10.2,461.0
10825,61833,Estimate,Employed Male,40.0,6.6,606.0
10826,61833,Estimate,Unemployed,0.0,0.0,17.0
10827,61833,Estimate,Unemployed Female,0.0,0.0,8.0
10828,61833,Estimate,Unemployed Male,0.0,0.0,9.0
10829,61833,Margin of Error,Civilian labor force 16 years and over,61.0,5.4,172.0
10830,61833,Margin of Error,Employed,61.0,5.5,175.0
10831,61833,Margin of Error,Employed Female,34.0,7.3,107.0
10832,61833,Margin of Error,Employed Male,47.0,6.9,169.0
10833,61833,Margin of Error,Unemployed,12.0,71.9,26.0
10834,61833,Margin of Error,Unemployed Female,12.0,100.0,12.0
10835,61833,Margin of Error,Unemployed Male,12.0,98.9,14.0
10836,61834,Estimate,Civilian labor force 16 years and over,69.0,2.3,3052.0
10837,61834,Estimate,Employed,51.0,1.8,2909.0
10838,61834,Estimate,Employed Female,20.0,1.5,1337.0
10839,61834,Estimate,Employed Male,31.0,2.0,1572.0
10840,61834,Estimate,Unemployed,18.0,12.6,143.0
10841,61834,Estimate,Unemployed Female,10.0,20.8,48.0
10842,61834,Estimate,Unemployed Male,8.0,8.4,95.0
10843,61834,Margin of Error,Civilian labor force 16 years and over,44.0,1.5,370.0
10844,61834,Margin of Error,Employed,39.0,1.4,374.0
10845,61834,Margin of Error,Employed Female,30.0,2.3,222.0
10846,61834,Margin of Error,Employed Male,26.0,1.6,244.0
10847,61834,Margin of Error,Unemployed,18.0,10.9,73.0
10848,61834,Margin of Error,Unemployed Female,14.0,24.0,34.0
10849,61834,Margin of Error,Unemployed Male,11.0,12.2,60.0
10850,61839,Estimate,Civilian labor force 16 years and over,17.0,4.7,358.0
10851,61839,Estimate,Employed,11.0,3.2,344.0
10852,61839,Estimate,Employed Female,4.0,2.0,197.0
10853,61839,Estimate,Employed Male,7.0,4.8,147.0
10854,61839,Estimate,Unemployed,6.0,42.9,14.0
10855,61839,Estimate,Unemployed Female,0.0,0.0,8.0
10856,61839,Estimate,Unemployed Male,6.0,100.0,6.0
10857,61839,Margin of Error,Civilian labor force 16 years and over,12.0,3.5,112.0
10858,61839,Margin of Error,Employed,7.0,2.2,111.0
10859,61839,Margin of Error,Employed Female,4.0,2.3,77.0
10860,61839,Margin of Error,Employed Male,6.0,4.3,45.0
10861,61839,Margin of Error,Unemployed,9.0,44.8,11.0
10862,61839,Margin of Error,Unemployed Female,12.0,100.0,7.0
10863,61839,Margin of Error,Unemployed Male,9.0,100.0,9.0
10864,61840,Estimate,Civilian labor force 16 years and over,17.0,5.2,327.0
10865,61840,Estimate,Employed,9.0,3.0,303.0
10866,61840,Estimate,Employed Female,0.0,0.0,132.0
10867,61840,Estimate,Employed Male,9.0,5.3,171.0
10868,61840,Estimate,Unemployed,8.0,33.3,24.0
10869,61840,Estimate,Unemployed Female,8.0,33.3,24.0
10870,61840,Estimate,Unemployed Male,0.0,,0.0
10871,61840,Margin of Error,Civilian labor force 16 years and over,26.0,8.2,142.0
10872,61840,Margin of Error,Employed,14.0,4.9,141.0
10873,61840,Margin of Error,Employed Female,12.0,21.6,73.0
10874,61840,Margin of Error,Employed Male,14.0,8.3,80.0
10875,61840,Margin of Error,Unemployed,12.0,42.8,22.0
10876,61840,Margin of Error,Unemployed Female,12.0,42.8,22.0
10877,61840,Margin of Error,Unemployed Male,12.0,,12.0
10878,61841,Estimate,Civilian labor force 16 years and over,29.0,4.9,594.0
10879,61841,Estimate,Employed,25.0,4.3,577.0
10880,61841,Estimate,Employed Female,19.0,6.7,282.0
10881,61841,Estimate,Employed Male,6.0,2.0,295.0
10882,61841,Estimate,Unemployed,4.0,23.5,17.0
10883,61841,Estimate,Unemployed Female,3.0,50.0,6.0
10884,61841,Estimate,Unemployed Male,1.0,9.1,11.0
10885,61841,Margin of Error,Civilian labor force 16 years and over,21.0,3.5,95.0
10886,61841,Margin of Error,Employed,20.0,3.5,94.0
10887,61841,Margin of Error,Employed Female,19.0,6.8,56.0
10888,61841,Margin of Error,Employed Male,9.0,2.9,57.0
10889,61841,Margin of Error,Unemployed,7.0,34.5,12.0
10890,61841,Margin of Error,Unemployed Female,6.0,50.0,6.0
10891,61841,Margin of Error,Unemployed Male,3.0,32.4,11.0
10892,61842,Estimate,Civilian labor force 16 years and over,80.0,5.8,1391.0
10893,61842,Estimate,Employed,72.0,5.4,1343.0
10894,61842,Estimate,Employed Female,43.0,6.3,682.0
10895,61842,Estimate,Employed Male,29.0,4.4,661.0
10896,61842,Estimate,Unemployed,8.0,16.7,48.0
10897,61842,Estimate,Unemployed Female,8.0,44.4,18.0
10898,61842,Estimate,Unemployed Male,0.0,0.0,30.0
10899,61842,Margin of Error,Civilian labor force 16 years and over,52.0,3.9,170.0
10900,61842,Margin of Error,Employed,48.0,3.7,168.0
10901,61842,Margin of Error,Employed Female,40.0,6.1,105.0
10902,61842,Margin of Error,Employed Male,33.0,4.9,112.0
10903,61842,Margin of Error,Unemployed,13.0,28.8,44.0
10904,61842,Margin of Error,Unemployed Female,13.0,53.2,21.0
10905,61842,Margin of Error,Unemployed Male,12.0,54.1,38.0
10906,61843,Estimate,Civilian labor force 16 years and over,21.0,1.7,1248.0
10907,61843,Estimate,Employed,21.0,1.7,1227.0
10908,61843,Estimate,Employed Female,21.0,4.2,506.0
10909,61843,Estimate,Employed Male,0.0,0.0,721.0
10910,61843,Estimate,Unemployed,0.0,0.0,21.0
10911,61843,Estimate,Unemployed Female,0.0,0.0,3.0
10912,61843,Estimate,Unemployed Male,0.0,0.0,18.0
10913,61843,Margin of Error,Civilian labor force 16 years and over,20.0,1.5,201.0
10914,61843,Margin of Error,Employed,20.0,1.5,199.0
10915,61843,Margin of Error,Employed Female,20.0,3.7,85.0
10916,61843,Margin of Error,Employed Male,12.0,4.4,147.0
10917,61843,Margin of Error,Unemployed,12.0,64.7,20.0
10918,61843,Margin of Error,Unemployed Female,12.0,100.0,6.0
10919,61843,Margin of Error,Unemployed Male,12.0,69.9,19.0
10920,61844,Estimate,Civilian labor force 16 years and over,19.0,4.9,391.0
10921,61844,Estimate,Employed,12.0,3.2,378.0
10922,61844,Estimate,Employed Female,2.0,1.1,174.0
10923,61844,Estimate,Employed Male,10.0,4.9,204.0
10924,61844,Estimate,Unemployed,7.0,53.8,13.0
10925,61844,Estimate,Unemployed Female,4.0,100.0,4.0
10926,61844,Estimate,Unemployed Male,3.0,33.3,9.0
10927,61844,Margin of Error,Civilian labor force 16 years and over,19.0,4.8,85.0
10928,61844,Margin of Error,Employed,14.0,3.7,84.0
10929,61844,Margin of Error,Employed Female,3.0,1.8,50.0
10930,61844,Margin of Error,Employed Male,13.0,6.1,54.0
10931,61844,Margin of Error,Unemployed,8.0,35.7,10.0
10932,61844,Margin of Error,Unemployed Female,5.0,100.0,5.0
10933,61844,Margin of Error,Unemployed Male,6.0,47.9,8.0
10934,61845,Estimate,Civilian labor force 16 years and over,1.0,0.5,185.0
10935,61845,Estimate,Employed,1.0,0.5,185.0
10936,61845,Estimate,Employed Female,0.0,0.0,69.0
10937,61845,Estimate,Employed Male,1.0,0.9,116.0
10938,61845,Estimate,Unemployed,0.0,,0.0
10939,61845,Estimate,Unemployed Female,0.0,,0.0
10940,61845,Estimate,Unemployed Male,0.0,,0.0
10941,61845,Margin of Error,Civilian labor force 16 years and over,2.0,1.0,71.0
10942,61845,Margin of Error,Employed,2.0,1.0,71.0
10943,61845,Margin of Error,Employed Female,12.0,35.4,37.0
10944,61845,Margin of Error,Employed Male,2.0,1.7,52.0
10945,61845,Margin of Error,Unemployed,12.0,,12.0
10946,61845,Margin of Error,Unemployed Female,12.0,,12.0
10947,61845,Margin of Error,Unemployed Male,12.0,,12.0
